,id,name,description,year,rating,votes,movie_length,age_rating,genres,countries
132,355281,Джордж Карлин: Снова за старое,Седьмое шоу Карлина записанное для HBO. Вступление начинается с фрагментов предыдущих шести выпусков.,1990,8.017,1931,60,-1,комедия|концерт,США
133,501945,None,None,2009,8.07,80,123,-1,музыка|концерт,США
134,895374,None,None,2014,8.155,143,50,-1,музыка,США
135,681832,Джим Гэффиган: Мистер Вселенная,None,2012,7.04,97,77,-1,документальный|комедия,США
136,1320776,None,None,2019,6.937,105,4,-1,короткометражка|музыка,США
137,1289390,None,None,2019,7.55,204,4,-1,короткометражка|ужасы|музыка,Великобритания
138,1071604,None,None,2012,6.705,308,3,-1,боевик|музыка,США
139,1064795,None,None,2017,7.333,116,4,-1,короткометражка|музыка,США
140,95158,Воин во времени: В мире игрушек,"Мальчик Джош никак не может вернуться в свое время. Он попадает в  странное место, которое называется Миром Игрушек. Друзья Джоша  остались в каком-то другом мире, и мальчику приходится одному  сразиться со злодеем доктором Зотропом. К счастью, Джош находит  среди живых игрушек новых друзей...",1995,6.781,97,86,0,фантастика|фэнтези|боевик|приключения|семейный,США|Румыния
141,1096567,None,None,1996,7.391,97,5,-1,музыка,Великобритания
142,807836,Церемония вручения премии Billboard Music Awards 2013,None,2013,6.303,98,-1,-1,музыка|церемония,США
143,839959,Клаудия Льюис,None,2013,7.043,217,4,-1,музыка,США
144,840012,Смертельная битва: За кадром,Фильм о создании «Смертельной битвы» (1995).,1995,6.49,154,20,-1,документальный|короткометражка,США
145,1052376,None,None,1994,6.927,101,4,-1,музыка,США
146,229857,Братство 4,"Дела военной академии в Городе Порт Натан контролирует тайное общество «Черные черепа». Очередной мишенью для него становится присланный в академию по обмену студент, который с помощью своих друзей пытается разоблачить членов «Черных черепов».",2005,3.679,105,96,-1,ужасы,Канада
147,80263,Смертельная битва: Путешествие живых,None,1996,6.684,133,-1,-1,документальный|фэнтези|боевик,США
148,401450,Каннибал,"Программист Армин Майвес разместил в интернете объявление, что ищет себе партнёра по сексу, которого потом можно будет освежевать и съесть. На его призыв откликается сотрудник компании Siemens Бернд Юрген Брандес.",2005,4.958,1000,89,-1,ужасы,Германия
149,1064578,None,None,2016,6.967,193,4,-1,короткометражка|музыка,США
150,51407,Академия Вуду,"Крис Сойер, студент небольшого религиозного колледжа, начинает замечать, что в его стенах пропадают люди. Проведя собственное расследование, Крис приходит к выводу, что руководство этого учебного заведения строит большие тёмные планы относительно всего человечества.",2000,3.918,120,92,-1,ужасы|фэнтези|триллер,США
